Nome,AC,AL,AP,AM,BA,CE,DF,ES,GO,MA,MT,MS,MG,PA,PB,PR,PE,PI,RJ,RN,RS,RO,RR,SC,SP,SE,TO
BENJAMIM,38,0,0,0,0,272,0,0,0,290,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0
BENJAMIN,0,0,0,0,637,312,134,244,0,299,0,0,0,0,0,519,0,130,692,0,431,0,26,344,0,76,79
BERNARDO,0,149,36,175,1141,463,398,528,497,225,248,203,1885,357,194,1020,507,156,2100,135,983,0,26,711,4638,158,182
BRYAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0
CECILIA,37,0,0,0,764,0,272,337,613,222,298,251,1433,282,0,919,0,0,0,0,833,123,0,519,2371,72,123
DANIEL,41,0,53,140,0,0,148,208,258,228,0,140,0,320,0,0,0,0,698,0,0,0,26,0,0,0,79
DAVI,80,237,73,255,1190,548,415,516,781,433,397,305,2090,610,296,1325,677,196,1798,186,854,195,34,809,5175,157,198
DAVI LUCAS,0,136,0,0,0,0,0,0,0,282,0,0,0,0,185,0,269,117,0,102,0,0,0,0,0,0,0
DAVI LUCCA,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELISA,0,0,0,0,1154,262,224,399,587,305,180,144,943,302,0,518,0,0,0,0,0,74,0,0,2042,112,164
ELOA,48,0,49,139,817,0,200,246,321,268,162,138,0,313,0,0,0,94,877,0,0,86,22,305,1865,0,115
ELOAH,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0
EMANUEL,0,0,35,137,0,0,0,195,0,0,0,0,0,0,0,534,0,0,0,0,0,0,22,0,0,0,73
EMANUELLY,0,0,0,0,0,0,0,197,281,0,0,157,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
ENZO,46,0,33,0,729,0,0,205,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,74,81
ENZO GABRIEL,91,345,70,264,1155,828,187,222,422,709,274,199,1275,777,438,577,838,298,699,282,528,138,31,389,0,244,121
ESTHER,38,0,33,0,589,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,80
FELIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,1867,0,0
GABRIEL,74,191,65,289,1276,537,348,517,703,354,355,297,2186,608,280,1201,518,204,1636,172,913,163,45,681,4664,127,151
GAEL,152,184,133,436,2691,786,506,857,853,735,438,463,2741,855,291,1195,476,325,2949,169,882,205,61,815,6699,194,216
GUILHERME,61,127,54,145,812,0,147,201,0,0,171,153,0,384,144,0,260,96,748,92,0,84,20,0,1919,86,74
GUSTAVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,20,0,0,69,0
HEITOR,115,212,108,313,1956,688,517,685,1007,719,556,379,2520,789,308,1340,653,242,2572,198,990,292,49,765,5796,236,237
HELENA,58,133,49,195,1191,0,505,784,1027,365,558,454,2823,408,178,1804,385,114,2098,103,1433,196,28,1156,6995,124,189
HELOISA,40,0,0,143,905,0,281,259,554,338,303,267,854,323,0,872,249,117,678,0,565,142,0,538,4144,0,156
HENRIQUE,0,0,0,0,0,0,160,253,353,0,167,0,1051,0,0,588,0,0,0,0,465,0,18,491,1900,0,0
HENRY,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2053,0,0
ISAAC,0,0,0,0,736,392,224,210,409,323,178,173,844,251,164,568,0,126,966,0,0,0,0,341,2261,0,120
ISABELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0
ISABELLA,0,0,34,0,0,0,154,0,293,0,0,0,0,256,0,504,0,0,809,0,520,78,22,375,2132,0,0
ISADORA,62,0,50,169,0,0,138,0,0,302,165,142,0,335,0,494,0,110,0,0,503,95,26,292,0,0,81
ISIS,0,0,0,0,0,0,0,240,342,0,169,144,858,0,0,498,0,0,0,0,0,0,0,322,1870,0,95
JOAO GABRIEL,0,0,0,0,0,312,0,0,0,0,0,0,0,0,126,0,255,121,0,128,0,0,0,0,0,0,0
JOAO GUILHERME,65,238,31,0,0,330,0,0,0,370,0,0,0,326,171,0,403,152,0,161,0,0,0,0,0,100,0
JOAO LUCAS,49,134,35,0,0,372,0,0,0,360,162,0,990,349,217,0,400,174,0,125,0,0,0,0,0,90,99
JOAO MIGUEL,95,452,67,302,1099,1135,272,223,757,853,370,212,1597,818,459,634,867,362,857,318,0,174,44,0,0,231,243
JOAO PEDRO,38,162,36,117,0,352,141,0,318,253,177,0,823,279,176,0,387,113,0,100,401,84,18,0,0,119,80
JOAQUIM,0,113,34,0,561,0,0,0,0,0,150,174,0,0,0,787,0,0,0,0,869,0,21,636,1968,98,0
JOSE,0,105,0,124,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,93,0,0,0,0,0,0,0
JOSE MIGUEL,0,153,0,0,0,285,0,0,0,0,0,0,0,0,183,0,302,0,0,100,0,0,18,0,0,0,0
JOSUE,37,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULIA,0,0,0,0,615,0,216,234,365,0,203,173,1199,290,0,783,0,0,847,0,572,100,0,418,2608,0,94
LARA,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,741,0,0,0,0,0,0,0,0
LAURA,57,134,47,211,1494,452,418,639,688,290,280,209,1893,516,209,1558,430,146,2209,110,973,200,46,863,5558,129,166
LAVINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,449,0,0,0,0,0,0
LEONARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,2047,0,0
LEVI,37,0,0,128,707,0,193,0,0,252,0,0,0,0,126,0,0,101,0,83,0,0,19,0,0,0,80
LIVIA,0,0,0,0,0,0,0,0,0,0,200,164,706,0,0,867,0,0,0,0,740,105,18,542,2835,0,0
LIZ,0,0,0,0,783,0,238,328,337,0,0,0,907,0,0,0,0,0,754,0,0,0,0,0,2258,68,78
LORENA,62,156,0,0,574,0,0,0,0,240,176,204,0,0,146,516,305,0,632,0,420,96,0,383,3586,83,0
LORENZO,53,0,0,0,1119,336,158,417,337,287,210,174,968,321,124,563,0,125,1220,0,654,87,0,412,3055,105,91
LUCAS,0,101,0,126,0,0,177,239,263,0,0,136,1082,269,147,600,303,0,979,85,463,0,20,378,2655,0,0
LUCAS GABRIEL,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,92,0,0,0,0,0,0,0
LUISA,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,318,0,0,0
LUNA,0,0,33,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUNNA,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAITE,41,0,39,129,557,305,276,334,293,227,180,236,695,307,0,0,0,0,1782,79,539,75,24,418,3203,72,99
MANUELA,0,0,31,0,0,0,186,0,337,0,0,179,909,0,0,580,0,0,937,0,561,0,0,382,3095,0,0
MANUELLA,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,2572,0,0
MARIA,0,0,0,164,0,0,0,0,0,0,0,0,0,271,0,0,0,95,0,0,0,0,0,0,0,0,0
MARIA ALICE,65,349,58,269,1123,957,317,271,650,547,290,251,2034,608,569,836,1053,335,1223,306,600,148,37,417,2940,249,124
MARIA CECILIA,55,447,37,128,1108,803,244,0,517,817,263,0,1618,571,474,0,868,307,0,296,0,80,27,0,0,226,179
MARIA CLARA,56,289,45,272,660,609,204,0,349,377,229,201,1088,505,320,703,803,145,773,205,675,83,26,377,2604,174,82
MARIA EDUARDA,34,173,67,203,688,418,165,0,251,313,200,159,981,438,160,0,332,140,822,142,430,74,36,0,2256,104,0
MARIA ELISA,0,109,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0
MARIA ELOA,0,138,0,0,0,478,0,0,0,0,0,0,0,0,162,0,246,100,0,87,0,0,0,0,0,0,0
MARIA ESTHER,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA HELENA,35,221,41,163,579,343,149,0,0,277,193,0,0,312,352,0,615,124,0,256,0,73,19,287,0,140,0
MARIA HELOISA,0,176,0,0,0,389,0,0,0,222,0,0,0,0,156,0,410,101,0,0,0,0,0,0,0,111,0
MARIA ISIS,0,138,0,0,0,662,0,0,0,377,0,0,0,0,0,0,251,224,0,127,0,0,0,0,0,0,0
MARIA JULIA,51,255,60,217,812,656,202,0,319,525,231,222,1122,441,320,577,714,250,1048,207,0,71,21,0,2084,122,98
MARIA LAURA,0,112,0,0,0,337,0,0,0,0,0,0,0,0,157,0,334,107,0,110,0,0,0,0,0,0,0
MARIA LIZ,0,136,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,106,0,147,0,0,0,0,0,85,0
MARIA LUIZA,35,242,32,135,0,372,0,0,0,254,0,132,919,343,207,507,518,117,897,158,420,0,18,0,2055,129,0
MARIA VALENTINA,0,182,30,0,0,487,0,0,0,292,0,0,0,247,141,0,354,183,0,155,0,0,0,0,0,111,0
MARIA VITORIA,36,198,38,127,0,360,0,0,0,285,0,0,0,286,273,0,414,156,0,176,0,0,0,0,0,81,0
MARIANA,0,0,0,0,0,0,154,0,299,0,154,0,0,0,122,0,0,0,0,0,0,71,0,0,0,0,0
MARINA,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATHEUS,0,125,0,0,0,0,0,0,0,0,0,155,745,0,0,525,292,0,712,0,377,0,0,319,2367,69,0
MAYA,0,0,0,0,605,0,0,211,0,0,0,0,0,0,0,0,0,0,776,0,0,0,0,0,2301,0,0
MELISSA,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL,112,278,104,376,2081,762,609,814,1294,469,657,584,3353,783,377,2195,770,240,2639,238,1700,307,47,1367,8037,215,271
MURILO,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,513,84,24,0,0,0,0
NICOLAS,37,0,0,137,0,0,163,0,275,241,158,0,0,324,123,0,0,89,641,0,0,116,19,329,0,0,85
NOAH,0,0,31,165,604,360,293,328,441,0,0,161,941,0,0,632,0,0,1714,0,532,73,25,536,3568,0,75
PEDRO,0,116,0,136,566,0,198,331,416,0,218,171,1290,0,143,799,308,0,1232,87,605,92,19,475,3333,73,107
PEDRO HENRIQUE,45,151,46,187,0,0,0,0,0,233,192,157,0,332,178,537,386,0,0,80,659,79,26,490,0,93,0
PEDRO LUCAS,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIETRO,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
RAFAEL,0,0,0,116,0,0,164,195,0,0,166,149,1050,0,123,685,0,0,0,0,433,0,0,0,2111,69,0
RAVI,80,156,57,235,1213,477,275,366,375,311,178,148,1115,370,215,516,391,168,878,158,0,74,25,381,2646,128,123
REBECA,56,0,49,0,0,0,0,0,0,258,0,0,0,272,0,0,0,92,0,0,0,77,22,0,0,0,72
SAMUEL,113,205,65,271,1386,556,355,373,701,495,420,303,1654,681,307,1117,585,207,1376,182,598,165,50,511,3877,144,175
SOFIA,0,0,0,0,0,0,136,196,248,0,158,162,731,0,0,540,0,0,0,0,538,85,0,315,0,0,0
SOPHIA,0,0,32,119,864,0,174,353,349,0,191,178,1096,0,0,720,0,0,1288,0,624,110,0,458,3209,68,0
THEO,65,149,34,185,1654,651,418,705,595,480,303,308,2350,349,231,1182,503,211,2731,182,983,125,26,893,5843,177,182
VALENTINA,45,114,48,171,1083,313,204,397,456,332,250,225,1164,366,0,778,247,120,1148,81,734,92,36,562,3307,89,132
VICENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,373,0,0,0
