Nome,AC,AL,AP,AM,BA,CE,DF,ES,GO,MA,MT,MS,MG,PA,PB,PR,PE,PI,RJ,RN,RS,RO,RR,SC,SP,SE,TO
PIETRO,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0
RAFAEL,0,92,0,119,0,0,213,205,318,0,164,0,1090,0,132,748,0,0,0,0,465,0,0,291,2352,0,0
RAVI,35,97,31,137,925,289,158,265,0,205,0,0,0,0,144,0,249,106,0,0,0,0,0,0,0,83,0
REBECA,45,0,26,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,75,0,0,0,0,72
SAMUEL,88,193,64,215,1234,508,330,362,757,491,356,332,1576,577,305,1091,553,182,1384,189,611,138,41,513,4068,116,183
SOFIA,0,0,27,0,0,0,0,233,0,0,153,148,822,0,0,593,0,0,0,0,562,88,0,334,0,0,0
SOPHIA,0,0,28,130,987,0,185,349,413,0,200,216,1142,0,0,713,0,0,1370,0,667,86,20,443,3668,0,0
THEO,55,130,38,141,1535,575,444,724,585,333,271,237,2241,304,196,1201,454,185,3044,186,1156,150,33,869,6267,172,151
VALENTINA,43,99,49,159,1173,361,254,445,548,344,302,239,1442,341,122,879,309,125,1464,88,901,118,28,610,3922,114,131
VICENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,400,0,0,0
