Nome,AC,AL,AP,AM,BA,CE,DF,ES,GO,MA,MT,MS,MG,PA,PB,PR,PE,PI,RJ,RN,RS,RO,RR,SC,SP,SE,TO
ISAAC,0,0,0,0,0,0,106,0,0,86,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,55
ISABELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
ISABELLA,20,0,19,52,325,0,158,94,204,0,81,70,755,131,0,0,0,0,459,0,278,40,13,153,1358,0,55
ISABELLY,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,46,0,0,0,0,0
ISADORA,30,0,0,0,0,0,144,121,164,129,94,71,0,0,0,0,0,55,0,0,294,0,0,157,0,0,68
JOAO GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0
JOAO GUILHERME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,80,0
JOAO LUCAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0
JOAO MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,1315,0,0,0,0,109,0,167,0,0,0,0,0,170,0
JOAO PEDRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
JOAQUIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,204,0,53,0
JOSUÉ,21,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSÉ ARTHUR,0,75,0,0,0,0,0,0,0,0,0,0,0,0,102,0,181,0,0,0,0,0,0,0,0,0,0
JOSÉ GABRIEL,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSÉ HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
JOSÉ MIGUEL,21,124,0,0,0,164,0,0,0,0,0,0,0,0,149,0,246,0,0,0,0,0,0,0,0,0,0
JOÃO ARTHUR,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOÃO GABRIEL,32,105,0,44,306,331,131,0,235,152,117,71,768,182,134,286,310,77,595,100,0,39,0,157,0,0,67
JOÃO GUILHERME,69,295,34,90,392,455,148,100,182,278,120,127,0,284,192,0,516,80,464,121,0,56,13,0,0,0,61
JOÃO LUCAS,49,169,28,66,477,422,168,130,261,311,147,134,1169,282,214,433,437,91,482,83,212,65,9,141,1111,0,86
JOÃO MIGUEL,152,473,45,172,1017,1095,377,374,807,663,431,289,2064,652,480,1029,954,207,1033,263,227,228,42,356,2281,102,236
JOÃO PEDRO,47,177,23,116,572,387,188,183,356,204,205,185,1084,283,221,836,445,72,741,108,488,99,20,300,2016,0,116
JOÃO VICTOR,0,66,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOÃO VITOR,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,281,0,0,0,0,201,0,0,159,0,0,0
JÚLIA,0,0,0,0,0,0,140,0,157,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0
LARA SOPHIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
LAURA,0,0,20,49,644,169,220,228,333,102,82,0,1531,170,108,650,167,0,1116,0,341,81,14,286,2595,64,81
LAURA BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,65,0,0,0,0,0,0,0
LAURA SOPHIA,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
LEVI,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LORENA,37,96,0,0,336,0,0,0,0,126,0,132,0,0,137,314,212,0,400,0,0,47,0,148,3023,69,0
LORENZO,30,0,0,56,488,217,169,299,239,98,88,109,1192,124,0,509,0,54,817,0,494,57,10,266,2650,64,56
LUCAS,21,0,0,53,0,0,137,106,0,0,0,0,1036,111,90,0,0,49,557,0,211,0,16,146,1436,0,0
LUCAS GABRIEL,0,148,13,74,0,0,0,0,0,130,106,0,0,149,141,296,367,60,0,133,0,0,17,0,0,0,0
LUIZ FELIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
LUIZ HENRIQUE,26,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
LUIZ MIGUEL,22,97,0,77,0,185,0,0,152,0,111,102,0,0,81,313,187,0,0,101,0,58,9,0,0,53,0
LÍVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,365,46,0,190,1381,0,0
MAITÊ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0
MANUELA,0,0,14,46,0,0,136,0,201,0,0,98,855,0,0,0,0,0,507,0,333,0,12,0,1604,0,0
MANUELLA,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,667,0,271,0,0,0,1674,0,0
MARIA ALICE,0,154,17,61,538,514,182,119,271,155,136,82,1628,253,396,435,671,139,765,193,252,60,10,182,1361,136,55
MARIA ANTÔNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0
MARIA CECILIA,0,0,0,0,0,270,0,0,0,148,0,0,1036,133,97,0,0,144,0,167,0,0,0,0,0,128,0
MARIA CECÍLIA,22,313,27,49,827,643,242,108,285,447,102,69,1231,268,351,0,662,146,0,197,223,43,11,0,0,79,114
MARIA CLARA,55,289,64,182,776,669,275,166,354,348,236,208,2024,465,377,1013,862,128,893,273,683,95,49,434,2961,195,96
MARIA EDUARDA,65,232,60,230,985,553,326,248,422,335,262,256,2569,576,233,955,490,165,1314,165,685,134,34,413,3779,176,98
MARIA ELOÁ,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA ESTHER,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA FERNANDA,0,0,0,63,0,195,125,0,245,172,95,99,1342,177,96,321,177,78,429,88,0,0,9,0,0,0,74
MARIA FLOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0
MARIA HELENA,0,103,29,62,350,207,123,89,0,122,134,82,0,168,219,575,396,70,0,233,207,60,0,280,0,84,0
MARIA HELOISA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,56,0
MARIA HELOÍSA,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0
MARIA ISADORA,0,72,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA ISIS,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0
MARIA JULIA,0,0,16,59,0,0,0,0,0,0,95,66,791,0,0,343,0,108,0,136,0,0,0,0,0,95,0
MARIA JÚLIA,0,188,41,85,577,401,198,99,204,241,94,112,790,229,267,307,547,119,580,102,0,43,19,150,1074,0,89
MARIA LAURA,0,88,0,0,0,268,0,0,0,0,0,0,0,0,139,0,298,101,0,110,0,0,0,0,0,0,0
MARIA LORENA,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA LUIZA,0,187,25,88,484,356,142,166,191,192,129,141,1568,239,164,618,462,87,883,148,410,52,23,279,2148,107,51
MARIA LUÍSA,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0
MARIA RITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0
MARIA SOPHIA,0,80,0,0,0,233,0,0,0,0,0,0,0,0,135,0,206,62,0,80,0,0,0,0,0,0,0
MARIA VALENTINA,31,162,23,93,340,564,0,0,0,227,125,0,0,199,175,296,358,146,0,188,0,0,14,0,0,107,50
MARIA VITORIA,0,0,14,0,0,0,0,0,0,0,0,0,727,0,0,0,0,95,0,113,0,0,0,0,0,98,0
MARIA VITÓRIA,33,222,33,89,500,369,126,145,185,317,108,110,898,299,297,683,485,98,385,118,278,56,13,286,1055,0,81
MARIANA,0,0,0,0,0,0,125,0,202,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,52,46
MARINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
MATHEUS,0,0,0,0,0,0,0,93,154,0,0,0,0,0,82,0,0,0,385,0,209,0,0,0,1396,0,0
MELISSA,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL,48,132,30,126,1105,375,473,441,818,190,329,275,3079,320,235,1154,410,80,1483,106,757,178,20,530,4718,142,145
MIGUEL HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,0,747,0,0,368,0,0,0,0,0,0,0,0,1005,0,0
MIRELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
MOISÉS,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MURILO,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,251,41,10,0,0,0,0
PEDRO,0,0,0,0,0,0,0,108,189,0,0,0,892,0,0,0,0,0,514,0,226,0,0,0,1343,0,0
PEDRO ARTHUR,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO HENRIQUE,79,228,52,186,696,271,163,225,274,258,252,231,1526,386,271,1243,575,106,912,156,903,143,33,782,3508,142,71
PEDRO LUCAS,22,0,0,0,0,370,0,103,153,190,0,0,776,0,88,0,0,70,513,128,0,0,0,0,0,63,64
PEDRO MIGUEL,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,54,0
RAFAEL,0,0,0,0,0,0,137,0,0,0,0,69,875,0,0,293,0,0,0,0,0,0,0,0,999,0,0
REBECA,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMUEL,33,93,21,91,612,229,186,171,266,167,132,119,1145,254,155,385,236,69,579,109,275,58,20,155,1751,57,79
SOFIA,0,0,0,0,0,0,0,0,0,0,0,68,771,0,0,0,0,0,0,0,0,42,13,144,0,0,47
SOPHIA,25,0,0,0,498,0,136,198,273,0,106,100,1113,0,0,398,0,0,813,0,348,49,0,195,2061,0,47
THÉO,0,0,0,0,0,0,126,103,0,0,0,0,0,0,0,0,0,0,780,0,211,0,0,144,1088,0,0
VALENTINA,22,71,35,97,634,220,266,282,419,139,160,164,1730,182,111,554,194,57,1042,65,517,60,18,328,2778,81,99
VICENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0
YASMIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
