Nome,AC,AL,AP,AM,BA,CE,DF,ES,GO,MA,MT,MS,MG,PA,PB,PR,PE,PI,RJ,RN,RS,RO,RR,SC,SP,SE,TO
ISABELA,0,0,0,0,0,0,104,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
ISABELLA,0,0,18,0,82,0,137,82,187,0,20,63,474,0,0,248,0,0,0,0,0,0,7,126,1669,0,48
ISABELLY,15,0,0,0,0,0,0,82,0,0,0,54,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
ISADORA,0,0,0,0,0,0,0,85,109,24,16,54,0,0,0,231,0,0,0,0,0,0,0,136,0,0,31
JOAO GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,23,0,40,0,0,0,0,0,42,0
JOAO GUILHERME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,27,0,0,0,0,0,69,0
JOAO LUCAS,0,0,0,0,0,0,0,0,0,0,0,0,1520,0,0,0,0,54,0,42,0,0,0,0,0,81,25
JOAO MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,0,95,0,77,0,0,0,0,0,239,39
JOAO PEDRO,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,41,0,28,0,0,0,0,0,104,0
JOAQUIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0
JOSE MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,58,0
JOSUÉ,23,0,15,6,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSÉ ARTHUR,0,81,0,0,0,0,0,0,0,0,0,0,0,0,51,0,161,0,0,0,0,0,0,0,0,0,0
JOSÉ MIGUEL,23,201,0,0,0,113,0,0,0,0,19,61,0,0,160,0,287,0,0,0,0,37,0,0,0,0,0
JOÃO ARTHUR,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOÃO GABRIEL,26,147,17,0,78,169,131,0,202,35,23,77,0,31,101,306,247,0,0,0,0,0,6,136,0,0,48
JOÃO GUILHERME,37,209,29,8,63,178,0,0,0,31,17,68,0,40,87,0,293,0,0,0,0,0,6,0,0,0,0
JOÃO LUCAS,48,204,15,6,164,253,166,178,324,82,27,138,0,96,201,598,475,0,0,0,0,79,14,188,1832,38,76
JOÃO MIGUEL,154,649,48,29,347,671,480,423,721,158,110,290,0,183,453,1073,1081,0,0,43,0,231,27,322,3274,100,156
JOÃO PAULO,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
JOÃO PEDRO,42,216,37,8,169,193,207,223,323,44,63,179,0,76,175,777,416,0,0,20,0,105,7,290,2543,0,65
JOÃO VICTOR,0,68,15,0,0,0,0,0,0,0,0,0,0,32,56,0,145,0,0,0,0,32,0,0,0,0,0
JOÃO VITOR,16,71,16,6,75,0,0,0,0,0,23,56,0,29,0,320,166,0,0,0,0,38,6,160,0,0,0
JULIA,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JÚLIA,0,0,0,0,0,0,115,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LARA,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LARA SOPHIA,0,81,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0
LAURA,0,0,14,7,129,0,156,177,213,0,0,59,799,28,0,464,141,0,0,20,0,36,0,181,2361,48,43
LAURA ABRANTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LAURA BEATRIZ,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,23,0,0,0,0,0,0,0
LAURA SOPHIA,0,104,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
LEVI,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LORENA,16,66,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0
LORENZO,0,0,0,0,0,0,0,169,0,0,0,60,441,0,0,0,0,0,0,0,0,0,0,131,1902,0,0
LUCAS,0,0,0,7,69,80,144,88,117,24,21,0,649,42,48,0,0,0,0,0,0,35,0,103,1624,40,27
LUCAS GABRIEL,16,160,12,11,0,0,0,0,105,33,19,54,503,43,87,266,291,15,0,46,0,36,9,0,0,50,25
LUIZ FELIPE,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ FERNANDO,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ GUSTAVO,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,38,0
LUIZ HENRIQUE,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ MIGUEL,20,122,0,14,0,77,0,0,106,0,16,91,0,0,52,282,180,0,0,24,0,39,0,0,0,72,0
LÍVIA,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,134,1220,0,0
MANUELA,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357,0,0
MANUELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,0,0
MARCOS VINICIUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
MARIA ALICE,0,124,0,5,94,198,132,96,131,29,0,57,993,29,214,278,599,16,0,42,0,38,5,124,1227,80,27
MARIA CECILIA,0,76,0,0,0,80,0,0,0,43,0,0,1055,0,49,0,0,44,0,80,0,0,0,0,0,83,0
MARIA CECÍLIA,0,238,0,6,134,205,154,0,127,62,0,0,0,33,155,0,440,0,0,25,0,0,0,0,0,42,41
MARIA CLARA,37,417,51,25,225,386,274,213,314,92,49,204,1582,112,271,1060,779,41,0,88,0,90,17,423,3762,231,81
MARIA EDUARDA,46,336,74,32,277,336,316,346,417,92,77,250,2113,159,173,1137,520,41,0,78,0,181,25,409,5368,213,71
MARIA ESTHER,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA FERNANDA,0,0,20,10,65,99,107,0,185,0,17,85,1000,32,53,310,150,19,0,20,0,0,0,0,1162,0,40
MARIA FLOR,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA HELENA,18,0,15,0,0,0,0,0,0,0,16,0,0,0,69,316,162,0,0,39,0,0,0,162,0,0,0
MARIA HELOISA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,56,0
MARIA HELOÍSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0
MARIA ISADORA,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA ISIS,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
MARIA JULIA,0,0,12,0,0,0,0,0,0,26,16,75,929,0,0,383,0,50,0,68,0,0,0,0,0,105,29
MARIA JÚLIA,15,214,28,16,146,208,154,0,195,39,21,95,0,54,181,0,485,0,0,0,0,38,13,133,0,0,68
MARIA LAURA,0,101,0,0,0,108,0,0,0,0,0,0,0,0,55,0,249,13,0,41,0,0,0,96,0,0,0
MARIA LUIZA,24,221,25,13,156,162,160,178,204,43,33,123,1310,45,113,616,450,27,0,57,0,58,12,302,2587,123,55
MARIA LUÍZA,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA SOFIA,0,104,0,0,0,93,0,0,0,0,0,0,0,0,84,0,190,19,0,27,0,0,0,0,0,0,0
MARIA SOPHIA,15,164,15,6,0,169,0,0,0,27,0,0,0,33,147,0,281,23,0,45,0,0,0,0,0,88,0
MARIA VALENTINA,26,110,13,0,64,193,0,0,0,35,22,0,0,31,72,244,213,29,0,50,0,0,7,116,0,60,0
MARIA VITORIA,0,0,0,0,0,0,0,0,0,0,0,0,889,0,0,0,0,46,0,52,0,0,0,0,0,83,0
MARIA VITÓRIA,28,223,18,7,92,129,90,135,0,47,18,100,0,46,200,586,374,0,0,0,0,48,9,208,0,0,31
MARIANA,0,0,0,0,0,0,94,0,123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MATHEUS,0,0,0,0,78,0,100,113,117,0,0,71,481,0,48,0,0,0,0,0,0,34,5,102,1594,0,0
MATHEUS HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0
MELISSA,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL,44,129,31,17,233,183,427,464,494,33,62,225,2154,41,153,890,378,19,0,44,0,117,16,380,5511,118,85
MIGUEL HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,252,0,0,0,0,0,0,0,0,1134,0,0
MOISES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
MURILO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
PAULO HENRIQUE,17,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO,0,0,0,6,63,0,88,101,120,0,0,52,531,0,0,0,0,0,0,0,0,0,0,0,1276,0,0
PEDRO ARTHUR,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
PEDRO HENRIQUE,72,275,33,9,197,148,183,270,206,61,62,218,1225,126,204,1259,546,34,0,44,0,141,11,647,4574,148,46
PEDRO LUCAS,17,0,0,0,0,241,0,108,0,60,0,0,568,0,87,0,0,11,0,58,0,0,6,0,0,0,45
PEDRO MIGUEL,0,111,0,0,0,0,0,0,0,0,0,0,0,0,49,0,169,0,0,22,0,0,0,0,0,63,0
RAFAEL,22,0,0,0,67,0,96,84,0,0,0,0,550,0,50,259,0,0,0,0,0,32,0,0,1183,0,0
REBECA,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMUEL,33,90,28,10,133,120,167,179,229,65,18,81,760,69,109,324,212,27,0,38,0,54,8,115,1821,0,61
SARAH CAROLINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SAYMON ELIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SOFIA,0,0,13,0,68,0,117,95,119,24,0,74,578,37,0,294,0,12,0,0,0,48,0,125,1073,0,50
SOPHIA,29,0,14,15,217,0,215,311,295,32,31,100,1043,55,0,446,159,19,0,23,0,62,6,239,3189,59,55
VALENTINA,0,0,19,0,111,94,215,215,277,31,25,98,951,0,0,373,0,0,0,38,0,41,0,209,2245,59,38
VICTOR GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,14,0,0,0,0,7,0,0,0,0
VICTOR HUGO,16,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,25
VITÓRIA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
YASMIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
YASMIN,0,0,0,6,66,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
ÁGATHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
