Nome,AC,AL,AP,AM,BA,CE,DF,ES,GO,MA,MT,MS,MG,PA,PB,PR,PE,PI,RJ,RN,RS,RO,RR,SC,SP,SE,TO
DANIEL,35,0,43,138,0,0,154,202,0,0,0,143,0,331,0,0,0,0,0,0,0,0,23,0,0,0,0
DAVI,75,197,72,236,1153,511,357,507,743,345,402,288,1891,582,316,1224,597,172,1609,178,855,184,43,797,4626,153,202
DAVI LUCAS,0,114,0,0,0,0,0,0,0,218,0,0,0,0,122,0,261,0,0,0,0,0,0,0,0,0,0
DAVI LUCCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,0,0
ELIAS,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELISA,0,0,0,0,953,0,167,342,502,231,157,0,861,284,0,0,0,0,0,0,0,73,0,0,0,79,134
ELOA,43,0,45,153,793,0,177,188,342,225,169,141,0,351,0,0,0,0,704,0,0,95,22,332,0,0,100
ELOAH,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0
EMANUEL,0,0,33,0,0,0,0,198,0,0,0,0,676,0,0,0,0,0,0,0,0,74,23,0,0,0,0
EMANUELLY,0,0,0,0,0,0,0,0,256,0,0,141,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0
ENZO GABRIEL,75,285,58,228,807,519,0,0,289,520,220,153,845,603,296,0,612,214,0,205,379,95,34,0,0,168,104
ESTHER,46,0,32,0,551,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FELIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0
GABRIEL,54,170,45,235,1067,434,329,464,646,322,324,282,1907,530,261,1074,476,173,1265,147,785,129,47,608,3953,110,157
GAEL,110,213,114,374,2732,741,509,859,944,805,479,443,2803,958,327,1395,536,331,2927,192,993,242,48,878,6898,213,250
GUILHERME,59,118,45,156,750,0,0,0,0,0,176,135,0,354,125,0,256,0,670,90,0,75,17,0,0,78,0
GUSTAVO,0,0,38,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,20,0,0,0,0
HEITOR,99,185,70,344,1874,688,423,635,895,611,486,361,2347,793,308,1196,581,247,2176,194,944,237,51,764,5486,197,260
HELENA,60,129,55,219,1317,256,527,767,1006,370,615,446,2950,450,190,1882,377,148,2116,118,1406,237,42,1121,6986,88,206
HELOISA,48,0,0,139,928,260,236,241,541,339,268,212,946,319,0,820,243,112,633,0,642,132,40,489,3737,0,150
HENRIQUE,0,0,33,0,0,0,182,262,400,0,0,135,1162,0,0,580,0,0,0,0,475,0,0,546,1924,0,94
HENRY,0,0,0,0,705,0,0,199,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,2177,0,0
ISAAC,38,102,31,0,721,427,224,210,432,311,213,185,897,281,172,589,243,133,958,0,409,0,0,347,2540,0,115
ISABELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,476,76,17,359,1958,0,67
ISADORA,43,0,41,206,0,0,0,204,0,316,167,0,0,363,0,485,0,0,0,0,409,117,21,0,0,0,85
ISIS,0,0,0,0,610,0,135,273,412,0,165,152,989,279,0,626,0,0,703,0,417,79,17,337,2203,0,102
JOAO GABRIEL,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,72
JOAO GUILHERME,54,217,0,131,0,382,0,0,0,293,0,0,0,404,147,0,467,140,0,150,0,0,0,0,0,100,67
JOAO LUCAS,41,151,0,0,0,423,0,0,256,392,161,0,983,390,217,0,424,195,0,138,0,0,0,0,0,108,100
JOAO MIGUEL,105,447,69,298,1147,1014,292,273,706,815,400,240,1610,838,403,665,862,360,825,338,0,166,51,322,1994,271,224
JOAO PEDRO,41,129,28,125,0,302,0,0,256,0,179,0,872,277,138,470,397,98,0,104,0,86,0,0,0,74,0
JOAQUIM,0,117,0,0,0,0,0,184,0,0,164,178,0,0,0,712,0,0,612,0,845,0,0,600,2126,110,0
JOSE,0,111,0,140,0,0,0,0,0,0,0,0,0,0,126,0,266,0,0,85,0,0,0,0,0,0,0
JOSE MIGUEL,0,161,0,0,0,337,0,0,0,0,0,0,0,0,173,0,268,0,0,128,0,0,0,0,0,0,0
JOSUE,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULIA,0,0,0,0,558,0,173,214,329,0,192,167,1112,287,0,777,0,0,724,0,519,88,17,379,2359,0,91
LARA,0,0,0,0,0,0,139,233,0,0,0,0,691,0,0,492,0,0,769,0,0,0,0,301,1917,0,0
LAURA,47,123,48,218,1323,389,357,649,604,248,272,192,1857,470,211,1373,370,110,2199,119,851,166,35,794,4981,124,164
LAVINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0
LEONARDO,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,609,0,0,0,0,0,0,0,0,2203,0,0
LEVI,55,0,30,163,742,277,230,0,238,281,0,0,0,272,145,0,0,126,0,98,0,0,17,0,0,0,85
LIVIA,0,0,0,0,0,0,0,0,0,0,168,160,0,0,0,791,0,0,0,0,692,78,0,451,2428,0,0
LIZ,0,115,0,0,1197,0,293,435,399,0,0,0,1139,0,118,0,0,0,1023,93,0,0,0,307,2771,107,100
LORENA,50,114,0,0,0,0,0,0,0,0,152,192,0,0,147,0,263,96,0,0,381,95,0,352,2986,79,0
LORENZO,42,0,34,141,988,304,159,368,285,286,196,147,846,362,0,535,0,139,1080,0,538,81,0,339,2548,116,71
LUCAS,0,0,28,150,0,0,150,225,282,0,0,138,992,0,117,562,320,99,837,94,444,72,20,351,2516,0,70
LUCAS GABRIEL,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
LUCCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284,0,0
LUISA,0,0,0,0,0,0,0,0,245,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ MIGUEL,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0
LUIZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0
LUNA,0,0,34,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUNNA,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAITE,51,103,56,147,704,357,325,399,356,241,199,220,855,359,0,590,0,0,1692,94,651,83,0,460,3648,79,137
MANUELA,0,0,0,0,0,0,143,0,295,0,0,125,737,0,0,511,0,0,778,0,544,0,0,308,2749,0,0
MANUELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,2075,0,0
MARIA,0,0,0,214,0,255,0,0,0,216,0,0,0,320,0,0,0,102,0,92,0,0,0,0,0,0,0
MARIA ALICE,133,467,96,386,1600,1341,470,420,1045,870,564,353,3221,951,729,1456,1414,423,1772,435,1055,228,50,760,5229,375,247
MARIA CECILIA,73,423,53,160,1123,888,269,212,593,772,297,175,1696,650,383,484,884,304,0,286,393,110,35,0,0,234,184
MARIA CLARA,41,239,55,268,616,496,194,0,361,312,230,175,1154,451,294,729,707,134,752,186,718,85,34,425,2629,162,83
MARIA EDUARDA,38,142,53,187,575,305,149,0,0,280,154,131,848,436,126,0,299,113,697,90,0,0,32,0,1943,92,0
MARIA ELOA,0,124,0,0,0,430,0,0,0,0,0,0,0,0,131,0,256,94,0,116,0,0,0,0,0,0,0
MARIA HELENA,41,257,42,166,605,423,189,0,240,325,228,130,0,382,350,561,649,122,0,312,0,81,24,0,0,174,0
MARIA HELOISA,0,189,0,0,0,348,0,0,0,0,0,0,0,0,148,0,351,105,0,0,0,0,0,0,0,81,0
MARIA ISIS,0,196,54,157,0,803,0,0,0,527,0,0,0,384,195,0,443,267,0,181,0,0,21,0,0,99,77
MARIA JULIA,36,240,42,219,789,600,204,0,302,399,237,205,1113,433,269,578,587,216,962,199,0,0,32,0,1998,138,81
MARIA LAURA,0,93,0,0,0,307,0,0,0,0,0,0,0,0,133,0,298,110,0,90,0,0,0,0,0,0,0
MARIA LIZ,0,235,0,0,729,627,0,0,0,296,0,0,0,0,209,0,364,163,0,212,0,0,0,0,0,154,0
MARIA LUIZA,0,181,30,131,0,343,136,0,0,0,0,0,869,307,179,0,406,0,740,141,367,0,19,297,1915,119,0
MARIA VALENTINA,0,144,29,0,0,392,0,0,0,0,0,0,0,0,134,0,282,133,0,126,0,0,0,0,0,94,0
MARIA VITORIA,0,164,0,0,0,294,0,0,0,221,0,0,0,0,202,0,336,155,0,131,0,0,0,0,0,71,0
MARIANA,0,0,0,0,0,0,0,0,280,0,0,0,0,0,115,0,0,0,0,0,0,75,20,0,0,0,0
MATHEUS,0,101,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,369,0,0,0,2074,0,0
MAYA,0,0,0,0,682,0,0,219,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,2725,0,0
MELISSA,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL,77,276,108,364,2051,756,548,786,1209,513,656,496,3071,795,416,2161,753,270,2382,264,1517,317,56,1247,7592,214,258
MURILO,45,0,0,131,0,0,136,0,0,0,176,0,737,0,0,0,0,0,0,0,504,89,0,0,0,0,0
NICOLAS,37,0,36,147,0,263,167,0,296,248,180,0,689,357,0,473,240,93,617,82,0,88,0,306,0,0,88
NOAH,60,0,39,217,802,425,385,475,544,245,238,159,1210,329,126,849,0,97,1944,91,692,121,29,569,4179,73,102
PEDRO,0,121,29,0,588,257,179,363,416,0,231,194,1307,0,138,861,312,0,1106,0,632,87,21,460,3380,68,83
PEDRO HENRIQUE,55,115,49,174,0,0,0,0,0,235,171,132,0,357,143,556,350,0,0,82,689,0,27,517,0,84,0
PIETRO,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAFAEL,0,0,0,0,0,0,165,0,249,0,0,0,930,0,0,597,0,0,0,0,0,0,0,0,2000,62,0
RAVI,103,184,88,283,1589,533,324,522,537,459,259,194,1548,585,247,743,442,242,1364,153,537,146,25,498,3897,169,154
RAVY,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REBECA,49,0,45,146,0,0,0,0,0,220,0,0,0,370,0,0,0,95,0,0,0,74,18,0,0,0,94
RHAVI,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMUEL,80,234,84,316,1311,542,351,396,719,482,413,327,1615,645,297,1139,600,206,1421,222,594,170,47,561,4073,126,180
SOFIA,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,546,0,0,0,0,438,74,0,309,0,0,0
SOPHIA,0,0,0,0,658,0,133,278,313,0,164,164,939,0,0,689,0,0,1007,0,597,70,0,395,2818,0,71
THEO,68,153,48,206,1713,674,409,680,636,443,301,293,2133,372,226,1189,456,235,2543,180,1011,135,32,881,5423,169,192
VALENTINA,36,0,45,170,926,0,187,324,404,242,236,176,1073,336,0,689,0,106,974,0,698,94,0,446,2797,71,124
VICENTE,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,716,0,0,390,0,0,0
YASMIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0
