nome,qty,percentage
AMADO,98,0.022520245240874703
SANTANA,98,0.022520245240874703
SEABRA,98,0.022520245240874703
QUINTAS,96,0.0220606483992242
VITORINO,96,0.0220606483992242
PASSOS,95,0.021830849978398948
CARRILHO,94,0.021601051557573695
PAIXÃO,94,0.021601051557573695
PERES,94,0.021601051557573695
FALCÃO,93,0.021371253136748446
JACINTO,92,0.021141454715923193
PESSOA,92,0.021141454715923193
PRATA,92,0.021141454715923193
MARCELINO,91,0.02091165629509794
MESTRE,91,0.02091165629509794
BERNARDINO,89,0.020452059453447437
BALTAZAR,87,0.01999246261179693
BERNARDES,87,0.01999246261179693
PARENTE,87,0.01999246261179693
VIDAL,87,0.01999246261179693
BARREIROS,86,0.01976266419097168
HORTA,85,0.019532865770146426
MEIRA,85,0.019532865770146426
DAVID,84,0.019303067349321176
GALVÃO,84,0.019303067349321176
RAIMUNDO,83,0.019073268928495923
FURTADO,82,0.01884347050767067
MENEZES,82,0.01884347050767067
MIRA,82,0.01884347050767067
CAPELA,81,0.01861367208684542
LEÃO,81,0.01861367208684542
OSÓRIO,81,0.01861367208684542
PAULINO,81,0.01861367208684542
PORTELA,81,0.01861367208684542
RUIVO,81,0.01861367208684542
VERÍSSIMO,81,0.01861367208684542
TAVEIRA,80,0.018383873666020168
BRAZ,79,0.018154075245194915
FRAGA,79,0.018154075245194915
BARRADAS,78,0.017924276824369662
FRADE,78,0.017924276824369662
MALHEIRO,78,0.017924276824369662
QUARESMA,78,0.017924276824369662
CLEMENTE,77,0.01769447840354441
SANTIAGO,77,0.01769447840354441
FERRO,76,0.01746467998271916
GREGÓRIO,76,0.01746467998271916
VENÂNCIO,76,0.01746467998271916
BRITES,75,0.017234881561893907
DANTAS,75,0.017234881561893907
GAMEIRO,75,0.017234881561893907
MATA,75,0.017234881561893907
CRESPO,74,0.017005083141068654
GERALDES,74,0.017005083141068654
MOITA,74,0.017005083141068654
CASTELO,73,0.016775284720243405
FERRÃO,73,0.016775284720243405
LINO,73,0.016775284720243405
MACIEL,72,0.01654548629941815
NOVO,72,0.01654548629941815
PEDROSO,72,0.01654548629941815
ANTÓNIO,71,0.0163156878785929
CALDAS,71,0.0163156878785929
CLARO,71,0.0163156878785929
FLORES,71,0.0163156878785929
PIEDADE,71,0.0163156878785929
RICARDO,71,0.0163156878785929
CARLOS,69,0.015856091036942393
COLAÇO,69,0.015856091036942393
LARANJEIRA,69,0.015856091036942393
CUSTÓDIO,68,0.01562629261611714
PESTANA,68,0.01562629261611714
VIDEIRA,68,0.01562629261611714
LAGES,67,0.01539649419529189
MANSO,67,0.01539649419529189
ALEIXO,66,0.015166695774466638
FRAGOSO,65,0.014936897353641385
JERÓNIMO,65,0.014936897353641385
FRAZÃO,64,0.014707098932816135
MARCOS,64,0.014707098932816135
PAULA,64,0.014707098932816135
QUEIROZ,64,0.014707098932816135
ESPÍRITO,63,0.014477300511990882
MORENO,63,0.014477300511990882
VALÉRIO,63,0.014477300511990882
VILHENA,63,0.014477300511990882
REI,62,0.01424750209116563
VILAS,62,0.01424750209116563
GARRIDO,61,0.014017703670340378
SARMENTO,61,0.014017703670340378
CASIMIRO,60,0.013787905249515125
FELÍCIO,60,0.013787905249515125
MAURÍCIO,60,0.013787905249515125
ARAUJO,59,0.013558106828689872
FRIAS,59,0.013558106828689872
DIONÍSIO,58,0.013328308407864621
ELIAS,58,0.013328308407864621
RATO,58,0.013328308407864621
TRIGO,58,0.013328308407864621
BASTO,57,0.013098509987039368
BRAVO,57,0.013098509987039368
ENCARNAÇÃO,57,0.013098509987039368
GABRIEL,57,0.013098509987039368
SOUTO,57,0.013098509987039368
MARREIROS,56,0.012868711566214115
SALVADO,56,0.012868711566214115
BAIÃO,55,0.012638913145388866
DOURADO,55,0.012638913145388866
JOSÉ,55,0.012638913145388866
MARTA,55,0.012638913145388866
MARÇAL,55,0.012638913145388866
PRAZERES,55,0.012638913145388866
RAFAEL,55,0.012638913145388866
ROLO,55,0.012638913145388866
AREIAS,54,0.012409114724563613
DURÃO,54,0.012409114724563613
NABAIS,54,0.012409114724563613
PASCOAL,54,0.012409114724563613
JOÃO,53,0.01217931630373836
LEANDRO,53,0.01217931630373836
SOEIRO,53,0.01217931630373836
VALENTIM,53,0.01217931630373836
VILA,53,0.01217931630373836
VILAÇA,53,0.01217931630373836
BOAS,52,0.011949517882913109
FONTE,52,0.011949517882913109
MOURATO,51,0.011719719462087856
SEMEDO,51,0.011719719462087856
LANÇA,50,0.011489921041262605
PRATAS,50,0.011489921041262605
CANELAS,49,0.011260122620437352
CAVALEIRO,49,0.011260122620437352
PONTE,49,0.011260122620437352
PRATES,49,0.011260122620437352
CAMACHO,48,0.0110303241996121
CRAVO,48,0.0110303241996121
LACERDA,48,0.0110303241996121
LISBOA,48,0.0110303241996121
LUIS,48,0.0110303241996121
PERDIGÃO,48,0.0110303241996121
SARDINHA,48,0.0110303241996121
FELGUEIRAS,47,0.010800525778786848
PENA,47,0.010800525778786848
PORTUGAL,47,0.010800525778786848
ASCENSÃO,46,0.010570727357961596
BRAGANÇA,46,0.010570727357961596
CHAMBEL,46,0.010570727357961596
DAMAS,46,0.010570727357961596
DURÃES,46,0.010570727357961596
ESTRELA,46,0.010570727357961596
PRETO,46,0.010570727357961596
SEBASTIÃO,46,0.010570727357961596
VILAR,46,0.010570727357961596
VINAGRE,46,0.010570727357961596
ALBERTO,45,0.010340928937136345
BATALHA,45,0.010340928937136345
CONSTANTINO,45,0.010340928937136345
DUQUE,45,0.010340928937136345
GRANJA,45,0.010340928937136345
JORDÃO,45,0.010340928937136345
LAGE,45,0.010340928937136345
MAIO,45,0.010340928937136345
NARCISO,45,0.010340928937136345
NICOLAU,45,0.010340928937136345
PAREDES,45,0.010340928937136345
SECO,45,0.010340928937136345
BANDEIRA,44,0.010111130516311092
CASEIRO,44,0.010111130516311092
FELICIANO,44,0.010111130516311092
FRANÇA,44,0.010111130516311092
NORONHA,44,0.010111130516311092
SERAFIM,44,0.010111130516311092
VASQUES,44,0.010111130516311092
VINHAS,44,0.010111130516311092
BASÍLIO,43,0.00988133209548584
BISPO,43,0.00988133209548584
EUSÉBIO,43,0.00988133209548584
MARIANO,43,0.00988133209548584
MASCARENHAS,43,0.00988133209548584
POMBO,43,0.00988133209548584
RITA,43,0.00988133209548584
RUSSO,43,0.00988133209548584
SALES,43,0.00988133209548584
SENA,43,0.00988133209548584
CARRIÇO,42,0.009651533674660588
CRISTÓVÃO,42,0.009651533674660588
CÂNDIDO,42,0.009651533674660588
DORES,42,0.009651533674660588
ISIDORO,42,0.009651533674660588
SALDANHA,42,0.009651533674660588
TIAGO,42,0.009651533674660588
BARREIRO,41,0.009421735253835335
CIPRIANO,41,0.009421735253835335
FARIAS,41,0.009421735253835335
FORTE,41,0.009421735253835335
NEIVA,41,0.009421735253835335
ROBALO,41,0.009421735253835335
VITÓRIA,41,0.009421735253835335
BORRALHO,40,0.009191936833010084
CASTILHO,40,0.009191936833010084
PORTO,40,0.009191936833010084
REAL,40,0.009191936833010084
RUA,40,0.009191936833010084
VELEZ,40,0.009191936833010084
ASSIS,39,0.008962138412184831
JANEIRO,39,0.008962138412184831
PÓVOA,39,0.008962138412184831
SACRAMENTO,39,0.008962138412184831
ANACLETO,38,0.00873233999135958
ESPADA,38,0.00873233999135958
RELVAS,38,0.00873233999135958
SABINO,38,0.00873233999135958
VARANDAS,38,0.00873233999135958
ANTÃO,37,0.008502541570534327
CALISTO,37,0.008502541570534327
DEUS,37,0.008502541570534327
GLÓRIA,37,0.008502541570534327
LARANJO,37,0.008502541570534327
LOBATO,37,0.008502541570534327
MILHEIRO,37,0.008502541570534327
SEVERINO,37,0.008502541570534327
SÃO,37,0.008502541570534327
CADETE,36,0.008272743149709076
PITA,36,0.008272743149709076
SILVÉRIO,36,0.008272743149709076
BRANQUINHO,35,0.008042944728883823
CABAÇO,35,0.008042944728883823
CANAS,35,0.008042944728883823
CARAPINHA,35,0.008042944728883823
DINIZ,35,0.008042944728883823
JOAQUIM,35,0.008042944728883823
NÓBREGA,35,0.008042944728883823
POÇAS,35,0.008042944728883823
VARGAS,35,0.008042944728883823
CALÇADA,34,0.00781314630805857
CAMELO,34,0.00781314630805857
CASTANHO,34,0.00781314630805857
CRAVEIRO,34,0.00781314630805857
ENES,34,0.00781314630805857
FORTES,34,0.00781314630805857
GRÁCIO,34,0.00781314630805857
NOVA,34,0.00781314630805857
PADRÃO,34,0.00781314630805857
QUELHAS,34,0.00781314630805857
QUINTELA,34,0.00781314630805857
RITO,34,0.00781314630805857
ROSAS,34,0.00781314630805857
TEODORO,34,0.00781314630805857
TINOCO,34,0.00781314630805857
VALADAS,34,0.00781314630805857
VILARINHO,34,0.00781314630805857
VITAL,34,0.00781314630805857
BETTENCOURT,33,0.007583347887233319
CERDEIRA,33,0.007583347887233319
CLARA,33,0.007583347887233319
COITO,33,0.007583347887233319
ESTÊVÃO,33,0.007583347887233319
FORTUNA,33,0.007583347887233319
FORTUNATO,33,0.007583347887233319
LAMEIRAS,33,0.007583347887233319
LAPA,33,0.007583347887233319
PARDAL,33,0.007583347887233319
PITEIRA,33,0.007583347887233319
PÁSCOA,33,0.007583347887233319
SALETE,33,0.007583347887233319
SANTA,33,0.007583347887233319
TOMAZ,33,0.007583347887233319
VARANDA,33,0.007583347887233319
AMADOR,32,0.007353549466408068
CAMILO,32,0.007353549466408068
CANHOTO,32,0.007353549466408068
CARAMELO,32,0.007353549466408068
CORTEZ,32,0.007353549466408068
LOUSADA,32,0.007353549466408068
QUINTEIRO,32,0.007353549466408068
ROMANO,32,0.007353549466408068
ALBINO,31,0.007123751045582815
AMBRÓSIO,31,0.007123751045582815
CAMÕES,31,0.007123751045582815
CURADO,31,0.007123751045582815
FIGUEIRAS,31,0.007123751045582815
FLOR,31,0.007123751045582815
GAGO,31,0.007123751045582815
GIRÃO,31,0.007123751045582815
GUILHERME,31,0.007123751045582815
RIBAS,31,0.007123751045582815
SIMOES,31,0.007123751045582815
BEIRÃO,30,0.006893952624757563
LADEIRA,30,0.006893952624757563
MAGALHAES,30,0.006893952624757563
RÊGO,30,0.006893952624757563
SARAMAGO,30,0.006893952624757563
TIMÓTEO,30,0.006893952624757563
ANSELMO,29,0.0066641542039323105
BARROCA,29,0.0066641542039323105
BELCHIOR,29,0.0066641542039323105
CARREIRO,29,0.0066641542039323105
CASACA,29,0.0066641542039323105
CAÇADOR,29,0.0066641542039323105
CÉSAR,29,0.0066641542039323105
FIRMINO,29,0.0066641542039323105
GARCEZ,29,0.0066641542039323105
MAGRO,29,0.0066641542039323105
MANUEL,29,0.0066641542039323105
MONIZ,29,0.0066641542039323105
REDONDO,29,0.0066641542039323105
SALAZAR,29,0.0066641542039323105
SERRÃO,29,0.0066641542039323105
ABRUNHOSA,28,0.006434355783107058
ARANTES,28,0.006434355783107058
BEATO,28,0.006434355783107058
CARVALHEIRO,28,0.006434355783107058
CHAGAS,28,0.006434355783107058
JACOB,28,0.006434355783107058
MARIA,28,0.006434355783107058
MONTENEGRO,28,0.006434355783107058
QUERIDO,28,0.006434355783107058
ROXO,28,0.006434355783107058
ALEGRE,27,0.006204557362281806
BORREGO,27,0.006204557362281806
COSME,27,0.006204557362281806
DÂMASO,27,0.006204557362281806
FOLGADO,27,0.006204557362281806
HEITOR,27,0.006204557362281806
MALTEZ,27,0.006204557362281806
MOUTA,27,0.006204557362281806
PATRICIO,27,0.006204557362281806
RIO,27,0.006204557362281806
RUFINO,27,0.006204557362281806
ÂNGELO,27,0.006204557362281806
APOLINÁRIO,26,0.005974758941456554
ASCENSO,26,0.005974758941456554
AZENHA,26,0.005974758941456554
BAÍA,26,0.005974758941456554
BONITO,26,0.005974758941456554
COUCEIRO,26,0.005974758941456554
EUGÉNIO,26,0.005974758941456554
LEIRIA,26,0.005974758941456554
LEONARDO,26,0.005974758941456554
MARTO,26,0.005974758941456554
PERALTA,26,0.005974758941456554
PISCO,26,0.005974758941456554
PISSARRA,26,0.005974758941456554
POLICARPO,26,0.005974758941456554
QUINTINO,26,0.005974758941456554
QUITÉRIO,26,0.005974758941456554
REBOCHO,26,0.005974758941456554
RICO,26,0.005974758941456554
SERÔDIO,26,0.005974758941456554
TABORDA,26,0.005974758941456554
ALFAIATE,25,0.005744960520631302
ANASTÁCIO,25,0.005744960520631302
APARÍCIO,25,0.005744960520631302
ARAGÃO,25,0.005744960520631302
ARSÉNIO,25,0.005744960520631302
BEJA,25,0.005744960520631302
BICHO,25,0.005744960520631302
BOAVIDA,25,0.005744960520631302
BOTAS,25,0.005744960520631302
CANCELA,25,0.005744960520631302
CORTES,25,0.005744960520631302
CÂMARA,25,0.005744960520631302
EIRA,25,0.005744960520631302
ESPERANÇA,25,0.005744960520631302
FLORÊNCIO,25,0.005744960520631302
GALHARDO,25,0.005744960520631302
GÓIS,25,0.005744960520631302
ISIDRO,25,0.005744960520631302
JARDIM,25,0.005744960520631302
LÁZARO,25,0.005744960520631302
LÚCIO,25,0.005744960520631302
MALTA,25,0.005744960520631302
MARGARIDO,25,0.005744960520631302
MOÇO,25,0.005744960520631302
MÁXIMO,25,0.005744960520631302
PAZ,25,0.005744960520631302
PIÇARRA,25,0.005744960520631302
RAMIRES,25,0.005744960520631302
SERPA,25,0.005744960520631302
TENREIRO,25,0.005744960520631302
VASCO,25,0.005744960520631302
ALEGRIA,24,0.00551516209980605
ALVIM,24,0.00551516209980605
CALHEIROS,24,0.00551516209980605
CARTAXO,24,0.00551516209980605
CID,24,0.00551516209980605
EIRAS,24,0.00551516209980605
GAMITO,24,0.00551516209980605
GUIA,24,0.00551516209980605
HENRIQUE,24,0.00551516209980605
JUSTO,24,0.00551516209980605
MAMEDE,24,0.00551516209980605
PAULOS,24,0.00551516209980605
PAÇO,24,0.00551516209980605
ALCOBIA,23,0.005285363678980798
BARTOLOMEU,23,0.005285363678980798
BARÃO,23,0.005285363678980798
BIZARRO,23,0.005285363678980798
CARVALHAL,23,0.005285363678980798
CASAL,23,0.005285363678980798
CAVALHEIRO,23,0.005285363678980798
CORTINHAS,23,0.005285363678980798
CRISPIM,23,0.005285363678980798
DIEGUES,23,0.005285363678980798
FEIO,23,0.005285363678980798
GALEGO,23,0.005285363678980798
GAMBOA,23,0.005285363678980798
GRAVE,23,0.005285363678980798
MANO,23,0.005285363678980798
PRAÇA,23,0.005285363678980798
VILARES,23,0.005285363678980798
BACELAR,22,0.005055565258155546
BOTO,22,0.005055565258155546
CABO,22,0.005055565258155546
CANTEIRO,22,0.005055565258155546
CARMONA,22,0.005055565258155546
CARVALHEIRA,22,0.005055565258155546
CERVEIRA,22,0.005055565258155546
ESPADINHA,22,0.005055565258155546
GONZALEZ,22,0.005055565258155546
GONÇALO,22,0.005055565258155546
IGREJA,22,0.005055565258155546
JUSTINO,22,0.005055565258155546
LAGO,22,0.005055565258155546
LAMAS,22,0.005055565258155546
LAMPREIA,22,0.005055565258155546
MENINO,22,0.005055565258155546
PATRÃO,22,0.005055565258155546
RAINHO,22,0.005055565258155546
RIBAU,22,0.005055565258155546
ROBERTO,22,0.005055565258155546
SUBTIL,22,0.005055565258155546
VELHO,22,0.005055565258155546
VERISSIMO,22,0.005055565258155546
VIOLANTE,22,0.005055565258155546
BENTES,21,0.004825766837330294
CAÇÃO,21,0.004825766837330294
CLAUDINO,21,0.004825766837330294
CONDEÇO,21,0.004825766837330294
DAMIÃO,21,0.004825766837330294
FALEIRO,21,0.004825766837330294
FELIZARDO,21,0.004825766837330294
FONTOURA,21,0.004825766837330294
FREIXO,21,0.004825766837330294
GAUDÊNCIO,21,0.004825766837330294
GUIOMAR,21,0.004825766837330294
HELENO,21,0.004825766837330294
HILÁRIO,21,0.004825766837330294
LAGOA,21,0.004825766837330294
LOMBA,21,0.004825766837330294
MARCELO,21,0.004825766837330294
MESSIAS,21,0.004825766837330294
NAVE,21,0.004825766837330294
POLIDO,21,0.004825766837330294
QUEIROGA,21,0.004825766837330294
SAAVEDRA,21,0.004825766837330294
BARREIRAS,20,0.004595968416505042
BÁRTOLO,20,0.004595968416505042
CABETE,20,0.004595968416505042
CARVALHAIS,20,0.004595968416505042
CATALÃO,20,0.004595968416505042
COTRIM,20,0.004595968416505042
FAZENDA,20,0.004595968416505042
FITAS,20,0.004595968416505042
GERALDO,20,0.004595968416505042
MACIEIRA,20,0.004595968416505042
MIMOSO,20,0.004595968416505042
PATROCÍNIO,20,0.004595968416505042
ROMA,20,0.004595968416505042
RUAS,20,0.004595968416505042
SEMIÃO,20,0.004595968416505042
TEODÓSIO,20,0.004595968416505042
TORRÃO,20,0.004595968416505042
URBANO,20,0.004595968416505042
VIGÁRIO,20,0.004595968416505042
ABRANCHES,19,0.00436616999567979
ASCENÇÃO,19,0.00436616999567979
AVELAR,19,0.00436616999567979
BARBAS,19,0.00436616999567979
BARROCAS,19,0.00436616999567979
BELEZA,19,0.00436616999567979
BROCHADO,19,0.00436616999567979
BRUNO,19,0.00436616999567979
CAIADO,19,0.00436616999567979
COVAS,19,0.00436616999567979
CRISÓSTOMO,19,0.00436616999567979
CURTO,19,0.00436616999567979
EVANGELISTA,19,0.00436616999567979
GORDO,19,0.00436616999567979
INFANTE,19,0.00436616999567979
JÚLIO,19,0.00436616999567979
MINEIRO,19,0.00436616999567979
MOURO,19,0.00436616999567979
PADILHA,19,0.00436616999567979
PARRACHO,19,0.00436616999567979
PENEDO,19,0.00436616999567979
PINHÃO,19,0.00436616999567979
PLÁCIDO,19,0.00436616999567979
PRADA,19,0.00436616999567979
RALHA,19,0.00436616999567979
RIOS,19,0.00436616999567979
TRAVASSOS,19,0.00436616999567979
VALADARES,19,0.00436616999567979
AGRA,18,0.004136371574854538
ALMENDRA,18,0.004136371574854538
BALDAIA,18,0.004136371574854538
BARRIGA,18,0.004136371574854538
BEZERRA,18,0.004136371574854538
BICA,18,0.004136371574854538
BORDALO,18,0.004136371574854538
CABELEIRA,18,0.004136371574854538
CALHAU,18,0.004136371574854538
CAMPELO,18,0.004136371574854538
CANÁRIO,18,0.004136371574854538
CAPELO,18,0.004136371574854538
CARIA,18,0.004136371574854538
CARROLA,18,0.004136371574854538
CAVADAS,18,0.004136371574854538
CEIA,18,0.004136371574854538
CONTREIRAS,18,0.004136371574854538
CRISTINO,18,0.004136371574854538
CRISTO,18,0.004136371574854538
DANIEL,18,0.004136371574854538
DURO,18,0.004136371574854538
ESTEVENS,18,0.004136371574854538
FELISBERTO,18,0.004136371574854538
GANHÃO,18,0.004136371574854538
GOULÃO,18,0.004136371574854538
LEBRE,18,0.004136371574854538
MURTEIRA,18,0.004136371574854538
NATÁRIO,18,0.004136371574854538
OUTEIRO,18,0.004136371574854538
PALMEIRO,18,0.004136371574854538
PICADO,18,0.004136371574854538
RIJO,18,0.004136371574854538
SEARA,18,0.004136371574854538
SERENO,18,0.004136371574854538
VERDE,18,0.004136371574854538
BABO,17,0.003906573154029285
BARRA,17,0.003906573154029285
CALVO,17,0.003906573154029285
CAPITÃO,17,0.003906573154029285
CARPINTEIRO,17,0.003906573154029285
CARVALHIDO,17,0.003906573154029285
CASANOVA,17,0.003906573154029285
CEPEDA,17,0.003906573154029285
CRISTINA,17,0.003906573154029285
