Nome,AC,AL,AP,AM,BA,CE,DF,ES,GO,MA,MT,MS,MG,PA,PB,PR,PE,PI,RJ,RN,RS,RO,RR,SC,SP,SE,TO
FRANCISCO,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRIEL,59,144,50,231,978,417,270,424,602,284,316,233,1802,474,251,1026,434,152,1251,142,783,128,23,581,3596,121,136
GAEL,101,223,90,350,2438,642,376,771,860,706,439,393,2290,906,316,1290,508,264,2699,151,951,210,57,798,6031,207,242
GUILHERME,46,116,0,149,648,0,0,0,0,0,0,124,0,359,0,0,0,0,610,0,0,73,24,0,0,0,0
HEITOR,105,217,84,321,1837,698,411,628,851,545,477,372,2142,750,308,1273,544,214,1986,199,977,239,44,762,4970,195,224
HELENA,69,140,62,248,1449,299,481,785,1172,396,641,486,2827,533,209,1939,380,170,2143,127,1516,261,47,1159,7052,126,249
HELOISA,53,0,0,129,803,256,241,264,485,306,261,226,892,289,0,834,0,123,697,0,676,115,23,485,3323,0,123
HENRIQUE,0,0,0,0,0,0,136,253,426,0,171,0,1208,0,0,583,0,0,0,0,481,0,0,475,0,0,77
HENRY,0,0,0,0,650,0,0,194,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,2036,0,0
ISAAC,37,0,0,0,711,353,190,230,445,277,202,187,872,280,150,627,0,118,836,0,397,78,22,356,2427,71,149
ISABELLA,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,466,0,0,621,0,493,0,19,375,1788,0,0
ISADORA,54,0,37,183,0,0,127,0,0,256,0,149,0,365,0,0,0,0,0,0,392,82,27,0,0,0,0
ISIS,0,0,36,0,638,0,143,317,411,0,158,177,1070,279,0,704,0,0,712,0,458,74,0,374,2284,0,105
JADE,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOAO GABRIEL,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0
JOAO GUILHERME,49,222,0,0,0,316,0,0,0,280,0,0,0,299,175,0,415,113,0,139,0,0,0,0,0,107,0
JOAO LUCAS,0,130,0,0,0,307,0,0,0,275,0,0,770,324,169,0,350,150,0,106,0,0,19,0,0,84,89
JOAO MIGUEL,100,411,63,261,963,939,228,218,638,735,338,208,1536,801,396,604,912,329,791,305,0,114,38,0,0,272,186
JOAO PEDRO,0,148,28,134,0,284,121,0,281,0,171,129,822,0,137,467,340,100,0,99,375,83,17,0,0,101,0
JOAQUIM,0,123,28,0,553,0,0,203,251,0,203,170,0,0,0,843,248,0,678,0,870,0,0,588,2273,98,0
JOSE,0,118,0,136,0,0,0,0,0,254,0,0,0,0,159,0,269,0,0,92,0,0,0,0,0,0,0
JOSE MIGUEL,0,169,0,0,0,328,0,0,0,0,0,0,0,0,194,0,343,0,0,123,0,0,0,0,0,73,0
JOSUE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULIA,0,0,0,0,0,0,130,0,328,0,195,153,978,0,0,673,0,0,621,0,495,74,0,355,2166,0,74
LARA,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,698,0,0,0,0,301,1842,0,0
LAURA,50,99,48,208,1258,377,346,690,603,298,250,195,1804,499,192,1368,369,143,2184,113,867,189,38,730,4848,97,158
LAVINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0
LEONARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,2033,0,0
LEVI,55,128,43,168,843,299,268,207,341,281,161,0,0,351,175,0,266,128,699,111,0,0,0,0,2368,75,117
LIVIA,0,0,0,0,0,0,0,0,0,0,188,149,0,0,0,737,0,0,0,0,713,76,0,504,2351,0,0
LIZ,0,98,0,0,1162,0,227,484,403,0,152,124,1203,0,152,470,0,0,1176,98,0,70,0,313,3040,95,95
LORENA,61,0,0,0,0,0,0,0,0,0,170,167,0,0,165,0,0,0,0,0,0,74,0,0,2505,0,0
LORENZO,43,0,41,129,1033,300,132,322,276,300,162,118,807,359,0,0,0,120,1043,0,483,0,20,325,2345,85,81
LUCAS,0,0,0,147,0,0,127,225,0,0,0,0,1074,0,156,553,303,0,748,0,392,0,20,317,2183,0,0
LUCCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,287,2235,0,0
LUISA,0,0,0,0,0,0,0,181,299,0,0,118,873,0,0,499,0,0,0,0,0,0,0,0,0,0,0
LUIZ MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0
LUIZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0
LUNA,0,0,34,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAITE,50,108,52,150,987,452,342,461,456,353,278,259,1154,468,143,789,0,136,1860,121,903,99,18,611,4302,101,164
MANUELA,0,0,0,0,0,0,123,0,319,0,0,134,0,0,0,474,0,0,681,0,493,0,17,277,2420,0,0
MARIA,0,0,28,271,0,0,0,0,0,270,0,0,0,277,165,0,273,0,0,88,0,0,0,0,0,0,0
MARIA ALICE,109,396,77,245,1324,1095,360,308,782,641,432,278,2470,719,603,1125,1181,348,1534,358,836,155,33,573,4086,323,195
MARIA CECILIA,74,490,62,220,1183,959,290,263,671,815,359,231,1891,838,444,624,1038,345,725,275,478,130,38,333,2160,288,172
MARIA CLARA,46,292,45,239,542,454,211,0,326,288,220,170,1070,410,257,727,711,132,598,186,615,0,33,420,2397,145,75
MARIA EDUARDA,0,137,51,161,0,323,0,0,0,257,0,0,725,378,0,0,283,103,630,84,0,67,0,0,0,83,0
MARIA ELISA,0,122,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,92,0
MARIA ELOA,0,162,0,0,0,429,0,0,0,0,0,0,0,0,151,0,250,98,0,105,0,0,0,0,0,0,0
MARIA FLOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0
MARIA HELENA,51,326,55,199,738,523,198,0,261,394,242,156,0,424,447,550,813,154,0,328,0,81,24,308,0,200,72
MARIA HELOISA,0,178,0,0,0,360,0,0,0,0,0,0,0,0,135,0,375,114,0,0,0,0,0,0,0,83,0
MARIA ISIS,0,189,34,147,0,655,0,0,0,470,0,0,0,388,202,0,379,241,0,172,0,0,0,0,0,93,77
MARIA JULIA,0,234,48,195,644,544,165,0,358,344,222,193,1089,415,292,550,556,206,923,222,0,70,19,0,2046,118,91
MARIA LAURA,0,107,0,0,0,312,0,0,0,0,0,0,0,0,150,0,304,134,0,109,0,0,0,0,0,0,0
MARIA LIZ,0,267,0,0,810,629,0,0,0,347,0,0,0,0,230,0,456,195,0,236,0,0,18,0,0,235,0
MARIA LUIZA,0,179,0,0,0,300,0,0,0,0,156,0,793,0,135,0,369,0,720,128,0,0,0,0,1863,103,0
MARIA VALENTINA,0,165,0,0,0,345,0,0,0,0,0,0,0,0,0,0,285,129,0,122,0,0,0,0,0,77,0
MARIA VITORIA,0,131,0,0,0,264,0,0,0,0,0,0,0,0,177,0,318,112,0,114,0,0,0,0,0,87,0
MARIANA,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
MARINA,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATHEUS,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,464,0,0,0,0,0,0,19,0,1825,0,0
MATTEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,331,1896,0,0
MAYA,0,0,0,0,766,0,142,227,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0,2854,0,0
MELISSA,0,0,0,0,667,0,0,0,0,0,0,0,722,0,0,0,0,101,0,0,0,0,0,0,0,0,0
MIGUEL,80,269,85,387,1807,645,459,803,1174,478,669,466,2897,767,374,2011,702,249,2094,235,1548,276,49,1231,6886,216,286
MURILO,37,0,0,0,0,0,130,0,0,0,185,117,788,0,0,0,0,0,0,0,517,82,20,0,0,0,0
NICOLAS,48,0,30,145,0,0,136,0,0,244,0,138,0,318,0,0,0,0,0,0,0,96,0,0,0,0,70
NOAH,55,112,61,235,1060,445,372,514,731,299,244,207,1348,387,150,897,259,131,2082,92,690,143,39,638,4566,92,136
OLIVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,0,0
PEDRO,0,0,30,146,658,0,169,402,430,0,227,199,1272,269,141,843,312,97,1170,92,619,118,29,473,3142,72,86
PEDRO HENRIQUE,41,117,41,157,0,0,0,0,0,0,188,0,0,324,145,528,310,0,0,0,686,69,23,466,0,0,0
PIETRO,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAFAEL,0,0,0,0,0,0,132,0,264,0,158,0,889,0,0,613,0,0,0,0,369,67,0,0,1939,0,0
RAVI,104,189,97,314,1518,526,327,604,657,449,279,243,1786,705,269,854,536,222,1554,151,654,161,41,584,4576,154,190
RAVY,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REBECA,43,0,29,0,0,0,0,199,0,222,0,0,0,302,0,0,0,0,0,0,0,83,0,0,0,0,76
SAMUEL,100,228,81,273,1265,518,313,417,683,493,388,329,1594,654,319,1064,588,193,1413,199,616,157,41,568,3877,142,160
SOFIA,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,509,0,0,0,0,510,70,0,327,0,0,69
SOPHIA,0,0,0,0,625,0,141,298,295,0,154,144,883,0,0,617,0,0,962,0,615,0,0,382,2595,0,0
THEO,78,203,54,280,1870,686,408,696,612,473,361,284,2204,488,285,1229,525,228,2445,183,1065,169,42,821,5362,198,203
VALENTINA,36,0,44,161,842,0,134,264,345,228,204,195,907,359,0,612,0,101,817,0,599,72,22,405,2431,73,103
VICENTE,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0,373,0,0,0
