Nome,AC,AL,AP,AM,BA,CE,DF,ES,GO,MA,MT,MS,MG,PA,PB,PR,PE,PI,RJ,RN,RS,RO,RR,SC,SP,SE,TO
MARIA CECÍLIA,0,156,10,0,87,90,133,0,0,34,0,0,602,0,148,0,420,0,0,35,0,0,5,0,0,0,11
MARIA CLARA,73,431,60,32,241,258,440,289,338,73,47,162,1818,105,295,1298,1102,23,1,147,0,96,19,584,5183,266,27
MARIA EDUARDA,85,359,84,29,288,211,449,409,420,92,59,170,2454,150,231,1364,714,28,0,83,0,154,29,580,6711,175,31
MARIA FERNANDA,22,67,14,5,0,74,143,0,164,15,26,82,1000,33,60,400,219,9,0,39,0,27,11,0,1425,0,10
MARIA HELENA,0,0,14,0,0,0,0,0,0,0,0,0,0,0,54,0,167,0,0,45,0,0,5,158,0,0,0
MARIA HELOISA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,43,0
MARIA ISIS,0,0,0,0,0,70,0,0,0,19,0,0,0,24,0,0,0,7,0,0,0,0,0,0,0,41,0
MARIA JULIA,0,0,0,0,0,38,0,0,0,0,0,41,0,0,0,255,172,17,0,49,0,0,0,0,0,64,0
MARIA JÚLIA,0,151,12,10,68,88,0,0,0,29,0,43,0,0,123,0,410,0,0,0,0,27,6,0,0,0,8
MARIA LAURA,0,102,0,0,0,55,0,0,0,0,0,0,0,0,64,0,284,0,0,21,0,0,0,0,0,0,0
MARIA LETICIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
MARIA LUIZA,28,229,23,8,129,87,158,181,199,26,27,103,1042,44,88,642,505,9,0,61,0,44,0,343,2751,131,12
MARIA RITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
MARIA SOFIA,0,102,0,0,0,57,0,0,0,0,0,0,0,0,61,0,175,10,0,22,0,0,0,0,0,0,0
MARIA SOPHIA,0,126,0,0,0,65,0,0,0,0,0,0,0,0,101,0,305,0,0,30,0,0,0,0,0,52,0
MARIA VALENTINA,0,70,0,0,0,73,0,0,0,16,17,0,0,0,0,0,155,8,0,27,0,0,0,0,0,37,0
MARIA VITORIA,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,25,0,46,0,0,0,0,0,59,0
MARIA VITÓRIA,37,242,17,0,70,80,0,145,0,51,0,45,587,39,206,535,478,0,0,0,0,25,7,237,0,0,11
MARIANA,0,0,0,0,0,0,101,0,130,0,16,0,0,0,0,0,0,0,0,0,0,24,0,0,0,36,0
MATEUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
MATHEUS,0,62,0,6,60,0,101,104,0,0,12,40,452,28,0,250,0,0,0,0,0,27,0,0,1732,39,0
MATHEUS HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0
MAX EMANUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MELISSA,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL,39,115,24,11,181,78,522,444,434,24,49,158,1941,35,153,795,432,8,3,71,0,96,9,393,5804,105,11
MIGUEL HENRIQUE,0,0,0,0,0,0,0,0,0,0,12,0,519,0,0,0,0,0,0,0,0,0,0,0,1202,0,0
MIGUEL PIMENTEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIGUEL ROCHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MOISÉS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
NATÁLIA VICTÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NICKOLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NICOLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
NICOLAS CORDEIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NICOLLY,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PATRICK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PAULO HENRIQUE,0,0,0,7,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,6,0,0,0,0
PAULO RICARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PEDRO,0,0,0,0,0,0,107,112,123,0,0,58,520,0,0,0,0,0,0,0,0,0,0,0,1446,0,0
PEDRO ARTHUR,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO HENRIQUE,81,257,47,23,188,86,308,309,196,60,68,193,1360,99,192,1449,705,26,1,64,0,126,17,790,5763,147,23
PEDRO LUCAS,27,0,0,5,70,138,0,125,115,29,0,0,666,22,79,0,173,16,0,64,0,0,0,0,0,59,16
PEDRO MIGUEL,16,116,0,0,0,0,0,0,0,0,0,0,0,0,47,0,189,0,0,24,0,0,0,0,0,0,0
PEDRO OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PIETRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RAFAEL,15,0,0,5,58,0,138,96,111,0,13,44,594,21,54,291,162,0,0,0,0,28,0,0,1393,37,0
REBECA,0,0,0,0,0,0,0,0,0,15,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
REBECA ROCHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REBEKA SCHENKEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SAMUEL,40,94,30,11,161,51,235,201,176,35,0,68,826,53,129,350,253,14,0,29,0,50,10,151,2075,50,13
SOFIA,16,0,0,0,56,0,147,128,123,0,12,48,568,26,0,0,0,8,0,0,0,30,5,167,1179,0,0
SOPHIA,24,0,9,7,143,0,221,286,240,15,24,56,908,37,49,369,0,14,0,21,0,28,7,178,3294,60,12
SOPHIA MACHADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SOPHIA PACHECO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
THAIS BORGES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
THAISA ISIDORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
THIAGO,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VALENTINA,0,0,9,0,65,0,208,174,214,0,13,67,645,0,0,325,0,0,0,21,0,22,0,212,1792,0,0
VICTOR GABRIEL,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0
VICTOR HUGO,22,0,0,0,0,0,111,0,0,0,20,0,459,0,0,0,0,11,0,0,0,0,0,0,1206,0,0
VICTÓRIA SANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VINÍCIUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
YASMIN,21,0,9,0,53,0,113,0,0,0,15,43,0,0,0,0,0,0,1,0,0,24,0,111,1155,0,8
