Nome,AC,AL,AP,AM,BA,CE,DF,ES,GO,MA,MT,MS,MG,PA,PB,PR,PE,PI,RJ,RN,RS,RO,RR,SC,SP,SE,TO
ELISA RUFATTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ELIZA MARTINEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EMANUEL,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
EMANUELLY,0,0,0,0,0,0,99,137,166,0,19,95,488,0,0,0,0,0,0,0,0,29,0,0,1119,0,0
EMANUELLY VITÓRIA,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMILLY VITORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
EMILLY VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENZO,0,0,0,0,131,0,119,143,129,0,0,65,528,0,0,0,0,0,0,0,0,0,0,157,1581,0,32
ENZO BERTOLDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENZO GABRIEL,83,209,45,41,436,587,374,260,423,155,72,319,1889,211,307,1113,558,73,0,139,1,138,20,632,4117,221,133
ENZO MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FELIPE,0,0,0,0,0,0,0,0,0,0,16,63,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,0
GABRIEL,30,81,18,14,238,144,208,211,220,43,29,120,1016,91,115,429,219,22,0,0,1,44,5,226,2425,63,55
GABRIEL PIVETTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GAEL PIMENTEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GIOVANNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
GUILHERME,27,89,19,25,211,0,138,127,0,32,25,85,0,60,72,0,150,17,0,25,0,38,5,0,1488,72,34
GUSTAVO,0,0,0,0,144,0,102,0,121,27,0,0,0,56,72,242,0,15,0,0,0,45,6,114,1258,51,0
HEITOR,37,57,32,9,281,193,340,401,498,62,43,126,1443,108,99,324,304,20,0,50,0,60,10,170,2648,97,92
HEITOR GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0
HELENA,0,0,0,0,0,0,211,231,251,0,0,73,988,0,0,463,0,0,0,0,0,0,0,308,2237,0,38
HELOISA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0,0
HELOÍSA,0,0,0,0,99,0,173,0,137,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1210,0,29
HELOÍSA STAHLHÖFER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HENRIQUE,0,0,0,0,0,0,0,0,117,0,0,0,488,0,0,0,0,0,0,0,0,0,0,133,0,0,0
HENRIQUE DUTRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HENRIQUE FERRARESI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ISAAC,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,0,0,0,9,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,115,0,0,0
ISABELA BRAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ISABELLA,0,0,0,8,127,0,146,104,203,26,15,72,531,56,0,265,0,0,0,0,0,32,0,152,1608,0,41
ISABELLA CERICATTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ISABELLY,25,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
ISADORA,23,0,0,0,0,0,99,113,120,36,30,73,0,0,0,0,0,16,0,0,0,0,8,129,0,43,30
JEAN JAHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JEFERSON ANGHEBEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JHESSICA MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JOAO GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,23,0,62,0,0,0,0,0,42,0
JOAO GUILHERME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,71,0,0,0,0,0,85,0
JOAO LUCAS,0,0,0,0,0,0,0,0,0,0,0,0,1239,0,0,0,0,52,0,43,0,0,0,0,0,60,0
JOAO MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,2281,0,0,0,0,106,0,132,0,0,0,0,0,193,39
JOAO PEDRO,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,45,0,48,0,0,0,0,0,91,0
JOAO VITOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
JOAQUIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,169,0,50,0
JOAQUIM EMANUELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JOAQUIM QUOOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JOAQUIM ROMIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JOSE ARTHUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
JOSE MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
JOSUÉ,0,0,12,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSÉ ARTHUR,0,0,10,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
JOSÉ GABRIEL,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSÉ MIGUEL,21,102,0,0,0,0,0,0,0,0,16,0,0,0,108,0,216,0,0,0,0,29,0,0,0,0,0
JOSÉ PEDRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
JOÃO ARTHUR,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOÃO GABRIEL,28,87,12,9,118,222,132,0,173,39,17,82,0,74,98,286,270,0,0,0,1,0,4,137,0,0,30
JOÃO GUILHERME,47,272,32,16,120,278,128,104,143,85,25,127,0,99,154,0,499,0,0,0,1,57,0,0,0,0,46
JOÃO LUCAS,43,154,20,11,163,317,144,160,228,111,27,146,0,104,175,442,423,0,0,0,0,67,5,173,1336,0,73
JOÃO MIGUEL,139,415,45,22,438,733,430,357,611,190,87,328,0,206,399,977,969,0,0,36,0,185,17,306,2787,68,139
JOÃO PEDRO,37,142,11,10,206,252,203,177,270,48,39,170,0,122,145,686,429,0,0,0,0,87,17,254,2266,0,67
JOÃO VICTOR,0,71,0,10,0,0,0,0,0,0,0,0,0,44,0,0,145,0,0,0,0,0,0,0,0,0,0
JOÃO VITOR,0,66,13,0,0,0,0,0,0,0,0,74,0,48,0,248,155,0,0,0,0,28,0,160,0,0,0
JOÃO VÍTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JULIA,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULIA LARISSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JÚLIA,0,0,0,0,110,0,148,0,130,0,0,67,0,43,0,0,0,0,0,0,0,0,0,0,0,0,33
KAEL MATEUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KAIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KAMILY ALÍCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LARA,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LARA SOPHIA,0,62,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
LAURA,22,0,0,0,188,0,184,198,218,31,15,0,847,42,70,419,145,0,1,0,0,31,5,234,2520,51,52
LAURA BEATRIZ,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
LAURA SOPHIA,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEVI,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LORENA,21,60,0,0,0,0,0,0,0,0,0,106,0,0,76,0,0,0,0,0,0,31,0,0,3008,56,0
LORENZO,18,0,0,0,103,0,98,203,150,0,17,82,651,0,0,333,0,0,0,0,1,29,0,219,2536,0,0
LUCAS,19,0,0,7,121,0,128,108,116,26,0,0,659,43,57,0,0,0,0,0,0,0,0,0,1517,0,38
LUCAS GABRIEL,0,121,19,13,0,0,0,0,0,34,21,0,538,66,99,0,322,0,0,56,0,34,6,0,0,44,29
LUIS FELIPE,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ FELIPE,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ FERNANDO,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ GUILHERME,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ GUSTAVO,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ HENRIQUE,20,0,0,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ MIGUEL,26,100,0,10,0,134,0,0,132,0,21,72,0,0,56,296,193,0,0,41,0,43,0,119,0,62,0
LUIZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LÁZARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LÍVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,152,1261,0,0
MANUELA,0,0,11,0,0,0,0,0,130,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,1453,0,0
MANUELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,0,0
MANUELLA LINHARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MARIA ALICE,33,136,18,6,150,341,153,125,159,44,0,63,1075,86,263,411,593,46,0,74,0,44,9,153,1349,101,0
MARIA APARECIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
MARIA BEATRIZ,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA CECILIA,0,0,0,0,0,116,0,0,0,39,0,0,1300,0,0,0,0,90,0,115,0,0,0,0,0,126,49
MARIA CECÍLIA,0,256,19,0,246,371,171,0,160,101,0,0,0,75,220,0,534,0,0,43,0,0,6,0,0,0,52
MARIA CLARA,34,236,47,17,244,405,232,167,243,64,34,192,1218,140,254,834,661,36,0,85,0,78,14,394,3192,185,57
MARIA EDUARDA,59,224,60,32,389,424,318,264,334,101,45,256,1735,240,189,990,455,44,0,69,2,137,21,392,4550,154,72
MARIA ESTHER,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA FERNANDA,20,0,14,12,0,0,108,0,177,38,16,99,893,55,0,293,143,0,1,25,0,0,6,0,1056,0,44
MARIA FLOR,0,0,12,0,97,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,5,0,0,0,0
MARIA HELENA,0,55,0,7,90,0,0,0,0,0,21,0,0,49,97,327,258,0,0,63,0,31,0,205,0,56,0
MARIA HELOISA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,26,0,0,0,0,0,55,0
MARIA HELOÍSA,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0
MARIA ISADORA,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
MARIA ISIS,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
MARIA JULIA,0,0,0,0,0,0,0,0,0,32,0,70,1039,0,0,325,0,66,0,86,0,0,5,0,0,105,29
MARIA JÚLIA,25,158,30,11,245,277,188,100,154,61,17,131,0,88,204,278,537,0,0,0,0,38,5,170,1124,0,38
MARIA LAURA,0,77,0,0,0,135,0,0,0,0,0,0,0,0,88,0,248,19,0,43,0,0,0,0,0,0,0
MARIA LETICIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
MARIA LUISA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
MARIA LUIZA,29,183,25,9,164,204,151,186,167,44,29,130,1141,106,134,531,407,31,0,88,0,57,6,285,2233,121,31
MARIA LUÍSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
MARIA LUÍZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MARIA RITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
MARIA SOFIA,0,75,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,17,0,25,0,0,0,0,0,0,0
MARIA SOPHIA,0,103,0,8,0,175,0,0,0,0,0,0,0,48,116,0,241,22,0,41,0,0,0,0,0,64,0
MARIA VALENTINA,39,111,16,15,101,332,0,0,0,58,17,65,0,71,80,291,283,23,0,79,0,0,9,0,0,83,34
MARIA VITORIA,0,0,0,0,0,0,0,0,0,0,0,0,734,0,0,0,0,40,0,55,0,0,0,0,0,66,0
MARIA VITÓRIA,26,165,15,0,121,157,0,122,0,56,20,79,0,63,202,458,339,0,0,0,0,0,0,216,0,0,28
MARIA ÍSIS,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA,0,0,0,0,0,0,104,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
MATEUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
MATHEUS,0,0,0,0,98,0,111,95,0,0,0,0,489,0,0,0,141,0,0,0,0,0,0,0,1584,42,0
MELISSA,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL,54,136,28,14,364,218,446,439,611,34,58,229,2024,103,186,916,387,27,0,72,2,120,12,474,5615,117,83
MIGUEL HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,272,0,0,0,0,0,0,0,0,1127,0,0
MONIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MURILO,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NICOLAS,0,0,11,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NICOLLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
PAULO HENRIQUE,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO,0,0,0,0,94,0,98,115,164,0,0,0,531,0,0,0,0,0,1,0,0,0,0,118,1334,0,30
PEDRO ARTHUR,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO HENRIQUE,59,174,40,22,237,205,208,230,185,63,60,219,1085,172,210,1138,556,29,0,83,0,145,19,743,4303,127,38
PEDRO LUCAS,18,0,0,0,0,260,0,101,0,52,0,0,579,0,67,0,0,20,0,60,0,0,0,0,0,49,40
PEDRO MIGUEL,0,98,0,0,0,107,0,0,0,0,0,0,0,0,0,0,169,0,0,27,0,0,5,0,0,55,0
PYTER SAMUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RAFAEL,0,0,0,0,0,0,111,86,0,0,0,0,531,0,0,0,0,0,0,0,0,0,4,0,1034,43,0
REBECA,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RODRIGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RYAN CORRÊA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SAMUEL,28,79,22,13,194,177,181,172,190,44,20,103,659,62,114,320,201,20,1,46,0,42,6,123,1724,0,57
SOFIA,0,0,0,0,92,0,113,103,123,0,20,79,521,45,0,262,0,0,0,0,0,46,0,139,0,0,28
SOFIA MACHÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SOPHIA,26,0,11,8,229,0,221,258,250,0,25,144,891,51,63,406,0,0,0,0,0,53,0,213,2900,0,47
SOPHIA NAZARÉ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
THEO,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THÉO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
VALENTINA,23,66,24,8,194,143,268,280,354,28,28,137,1086,66,56,403,189,22,0,35,0,49,0,255,2716,48,68
VICTOR EMANUEL,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VICTOR GABRIEL,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VITOR GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
YASMIN,0,0,0,0,89,0,100,0,0,26,18,0,0,0,0,0,0,18,0,0,0,32,0,0,0,0,29
